path,category,domain,review_state,evidence,justification
static/RC-Audio-Sender.amxd,static,max-device,read-P04,named in progress.jsonl P04,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/RC-Midi-Receiver.amxd,static,max-device,read-P04,named in progress.jsonl P04,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/app.js,static,admin,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/client-status.test.mjs,static,admin,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/history-delta.test.mjs,static,admin,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/index.html,static,admin,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/mappings-core.js,static,admin,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/mappings.html,static,admin,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/mappings.test.mjs,static,admin,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/admin/style.css,static,admin,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/fonts/DepartureMono-Regular.woff2,static,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/fonts/LICENSE.txt,static,root-config,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/fonts/README.md,static,root-config,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/app.js,static,panel,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/connect-ui.test.mjs,static,panel,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/index.html,static,panel,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/mappings-layout.test.mjs,static,panel,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/mappings.js,static,panel,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/mappings.test.mjs,static,panel,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/qrcode.js,static,panel,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/safe-mapping-options.test.mjs,static,panel,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/style.css,static,panel,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/templates.js,static,panel,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/templates.test.mjs,static,panel,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/panel/theme-contract.test.mjs,static,panel,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/app.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-analysis-controls.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-analysis-controls.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-descriptor-stream.js,static,phone,read-P04,named in progress.jsonl P04,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-descriptor-stream.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-descriptor-worklet.js,static,phone,read-P02,named in progress.jsonl P02,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-descriptor-worklet.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-descriptors.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-descriptors.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-detector-timing.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-detector-timing.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-input-selector.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-input-selector.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-processor.js,static,phone,read-P02,named in progress.jsonl P02,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-processor.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-smoothing.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-smoothing.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-spectral-descriptors.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-spectral-descriptors.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-timeline.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-timeline.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/audio-workspace.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/battery-diagnostics.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/burst-sync.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/calibration.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/calibration.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/camera-lifecycle.js,static,phone,read-P04,named in progress.jsonl P04,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/camera-lifecycle.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/config-mode.js,static,phone,read-P02,named in progress.jsonl P02,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/config-mode.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/control-config.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/control-config.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/control-stream.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/control-stream.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/controls.js,static,phone,read-P02,named in progress.jsonl P02,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/fader-range.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/fader-reset.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/gestures-touch.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/index.html,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/layout.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mapping-input-contract.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mapping-input-contract.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mapping-mode.js,static,phone,read-P02,named in progress.jsonl P02,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mapping-mode.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mobile-ui.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mode-engine.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/mode-engine.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modulator-emit-coalescing.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/calibration.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/layout.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/playhead.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/session.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/snapshots.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/sync.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/transport.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/modules/wake-lock.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/on-control.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/performance-util.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/phone-identity.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/phone-identity.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/playhead.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/pointer-controls.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/remote-control-values.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/safe-input-feedback.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/safe-input-layer.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/safe-input-layer.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/sensor-capabilities.js,static,phone,read-P04,named in progress.jsonl P04,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/sensor-capabilities.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/sensor-orientation.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/session.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/snapshot-controls.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/snapshots.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/stage-mode-controller.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/static-pose-gesture.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/static-pose-ui.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/stutter-mode.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/style.css,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/surface-integration.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/transport.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vendor/mediapipe/LICENSE,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-capture.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-control-state.js,static,phone,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-control-state.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-layout-fit.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-mapping.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-processor.js,static,phone,read-P02,named in progress.jsonl P02,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/vision-processor.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/wake-lock.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/phone-v3/xy-physics-stop.test.mjs,static,phone,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/audio-descriptor-catalog.js,static,static-shared,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/audio-descriptor-catalog.test.mjs,static,static-shared,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/i18n-catalog.js,static,static-shared,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/i18n.js,static,static-shared,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/i18n.test.mjs,static,static-shared,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/native-audio-contract.d.ts,static,static-shared,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/native-audio-contract.js,static,static-shared,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
static/shared/native-audio-contract.test.mjs,static,static-shared,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/audio-descriptor-protocol.test.mjs,source-test,audio,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/autostart.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/catalog-modules.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/contracts-freeze.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/e2e-suite-integration.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/extension-activation-race.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/helpers/isolated-module.mjs,source-test,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/helpers/native-audio-contract-types.ts,source-test,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/helpers/native-audio-fixtures.mjs,source-test,misc,inventoried,listed by git ls-files; not read or executed in this audit,tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/host-modulator-phase-continuity.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/lfo-high-rate-jitter.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/lfo-latest-delivery.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/lfo-rhythm-options.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/lfo-stutter-stress.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-audio-descriptor-dispatch.test.mjs,source-test,audio,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-bench-device-param-writes.test.mjs,source-test,bench,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-continuous-target-actuator-stats.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-continuous-target-actuator.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-host-modulator-write-suppression.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-host-modulators.test.mjs,source-test,modulation,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-lifecycle.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mapping-write-cancellation.test.mjs,source-test,mapping,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-clear.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-curve.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-high-rate.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-idle-value.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-pickup.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-safe-loss.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-smooth-timer.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-takeover.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-mappings-target-range.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-midi-receiver.test.mjs,source-test,midi,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-midi-trigger.test.mjs,source-test,midi,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
tests/live-preset-storage.test.mjs,source-test,misc,executed-P05,ran under npm test in P05 (package.json test:static/test:src globs; TEST-RESULTS.md),tracked file; state reflects only recorded evidence (see relabel-evidence-states.py)
