feature_id,surface,entry_point,handler,payload,authorization,state_persistence,target,feedback,test,real_evidence,status,residual_risk,evidence_basis
xy-2.x,phone PERF (XY 2),static/phone-v3/controls.js#xy-2,"static/phone-v3/controls.js (XY 2 physics, spring/friction/bounce)",continuous 0..1,controller role token,CFG override,Live device parameter (X axis),XY position visual,static/phone-v3/xy-physics-stop.test.mjs,static/phone-v3/xy-physics-stop.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02,physics stop / pointer capture edge,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 XY2 puck physics; 19/09 CFG popover (F-001, print 01) | ran in P05 npm test / test:ui: static/phone-v3/xy-physics-stop.test.mjs | progress.jsonl P02: controls.js"
xy-2.y,phone PERF (XY 2),static/phone-v3/controls.js#xy-2,"static/phone-v3/controls.js (XY 2 physics, spring/friction/bounce)",continuous 0..1,controller role token,CFG override,Live device parameter (Y axis),XY position visual,static/phone-v3/xy-physics-stop.test.mjs,static/phone-v3/xy-physics-stop.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02,physics stop / pointer capture edge,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 XY2 puck physics; 19/09 CFG popover (F-001, print 01) | ran in P05 npm test / test:ui: static/phone-v3/xy-physics-stop.test.mjs | progress.jsonl P02: controls.js"
lfo-1,phone PERF (L1),static/phone-v3/controls.js#L1,src/live/host-modulators.ts tickHostModulators + src/live/transport-clock.ts computeSyncedLfoValue (4ms loop),"shape, subdivision, rate, depth, swing, ratchet",controller role token,CFG override; SYNC settings localStorage,Live device parameter via continuousTargetActuator; burst envelope applied,modulation dial; SYNC modal preview,tests/lfo-rhythm-options; lfo-high-rate-jitter; lfo-latest-delivery; live-host-modulators; host-modulator-phase-continuity; live-host-modulator-write-suppression,tests/lfo-rhythm-options.test.mjs; tests/lfo-high-rate-jitter.test.mjs; tests/live-host-modulators.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,"ceilings (sine 4Hz, triangle 3Hz, ramps 3Hz, square 12Hz) until teto_efetivo measured","workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 waveforms animate, live shape hot-swap; 19/09 shape/subdivision UX (F-002, print 02) | ran in P05 npm test / test:ui: tests/host-modulator-phase-continuity.test.mjs, tests/lfo-high-rate-jitter.test.mjs, tests/lfo-latest-delivery.test.mjs, tests/lfo-rhythm-options.test.mjs … | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
lfo-2,phone PERF (L2),static/phone-v3/controls.js#L2,src/live/host-modulators.ts tickHostModulators + src/live/transport-clock.ts computeSyncedLfoValue (4ms loop),"shape, subdivision, rate, depth, swing, ratchet",controller role token,CFG override; SYNC settings localStorage,Live device parameter via continuousTargetActuator; burst envelope applied,modulation dial; SYNC modal preview,tests/lfo-rhythm-options; lfo-high-rate-jitter; lfo-latest-delivery; live-host-modulators; host-modulator-phase-continuity; live-host-modulator-write-suppression,tests/lfo-rhythm-options.test.mjs; tests/lfo-high-rate-jitter.test.mjs; tests/live-host-modulators.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,"ceilings (sine 4Hz, triangle 3Hz, ramps 3Hz, square 12Hz) until teto_efetivo measured","workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 waveforms animate, live shape hot-swap; 19/09 shape/subdivision UX (F-002, print 02) | ran in P05 npm test / test:ui: tests/host-modulator-phase-continuity.test.mjs, tests/lfo-high-rate-jitter.test.mjs, tests/lfo-latest-delivery.test.mjs, tests/lfo-rhythm-options.test.mjs … | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
lfo-3,phone PERF (L3),static/phone-v3/controls.js#L3,src/live/host-modulators.ts tickHostModulators + src/live/transport-clock.ts computeSyncedLfoValue (4ms loop),"shape, subdivision, rate, depth, swing, ratchet",controller role token,CFG override; SYNC settings localStorage,Live device parameter via continuousTargetActuator; burst envelope applied,modulation dial; SYNC modal preview,tests/lfo-rhythm-options; lfo-high-rate-jitter; lfo-latest-delivery; live-host-modulators; host-modulator-phase-continuity; live-host-modulator-write-suppression,tests/lfo-rhythm-options.test.mjs; tests/lfo-high-rate-jitter.test.mjs; tests/live-host-modulators.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,"ceilings (sine 4Hz, triangle 3Hz, ramps 3Hz, square 12Hz) until teto_efetivo measured","workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 waveforms animate, live shape hot-swap; 19/09 shape/subdivision UX (F-002, print 02) | ran in P05 npm test / test:ui: tests/host-modulator-phase-continuity.test.mjs, tests/lfo-high-rate-jitter.test.mjs, tests/lfo-latest-delivery.test.mjs, tests/lfo-rhythm-options.test.mjs … | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
lfo-4,phone PERF (L4),static/phone-v3/controls.js#L4,src/live/host-modulators.ts tickHostModulators + src/live/transport-clock.ts computeSyncedLfoValue (4ms loop),"shape, subdivision, rate, depth, swing, ratchet",controller role token,CFG override; SYNC settings localStorage,Live device parameter via continuousTargetActuator; burst envelope applied,modulation dial; SYNC modal preview,tests/lfo-rhythm-options; lfo-high-rate-jitter; lfo-latest-delivery; live-host-modulators; host-modulator-phase-continuity; live-host-modulator-write-suppression,tests/lfo-rhythm-options.test.mjs; tests/lfo-high-rate-jitter.test.mjs; tests/live-host-modulators.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,"ceilings (sine 4Hz, triangle 3Hz, ramps 3Hz, square 12Hz) until teto_efetivo measured","workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 waveforms animate, live shape hot-swap; 19/09 shape/subdivision UX (F-002, print 02) | ran in P05 npm test / test:ui: tests/host-modulator-phase-continuity.test.mjs, tests/lfo-high-rate-jitter.test.mjs, tests/lfo-latest-delivery.test.mjs, tests/lfo-rhythm-options.test.mjs … | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
stutter-1,phone PERF (S1),static/phone-v3/controls.js#S1,src/live/host-modulators.ts tickHostModulators (computeSyncedStutterValue),"X=speed, Y=amplitude (depth)",controller role token,CFG override; last value,Live device parameter; depth bar in static/phone-v3/controls.js,depth bar; speed Hz,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,FIXED/SYNC pin compatibility; OFF without replay of stale pulses,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 amber depth bar, mode select; 19/09 recall raises depth (F-003, print 03) | ran in P05 npm test / test:ui: static/phone-v3/stutter-mode.test.mjs, tests/stutter-depth-coalesce.test.mjs | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
stutter-2,phone PERF (S2),static/phone-v3/controls.js#S2,src/live/host-modulators.ts tickHostModulators (computeSyncedStutterValue),"X=speed, Y=amplitude (depth)",controller role token,CFG override; last value,Live device parameter; depth bar in static/phone-v3/controls.js,depth bar; speed Hz,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,FIXED/SYNC pin compatibility; OFF without replay of stale pulses,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 amber depth bar, mode select; 19/09 recall raises depth (F-003, print 03) | ran in P05 npm test / test:ui: static/phone-v3/stutter-mode.test.mjs, tests/stutter-depth-coalesce.test.mjs | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
stutter-3,phone PERF (S3),static/phone-v3/controls.js#S3,src/live/host-modulators.ts tickHostModulators (computeSyncedStutterValue),"X=speed, Y=amplitude (depth)",controller role token,CFG override; last value,Live device parameter; depth bar in static/phone-v3/controls.js,depth bar; speed Hz,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,FIXED/SYNC pin compatibility; OFF without replay of stale pulses,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 amber depth bar, mode select; 19/09 recall raises depth (F-003, print 03) | ran in P05 npm test / test:ui: static/phone-v3/stutter-mode.test.mjs, tests/stutter-depth-coalesce.test.mjs | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
stutter-4,phone PERF (S4),static/phone-v3/controls.js#S4,src/live/host-modulators.ts tickHostModulators (computeSyncedStutterValue),"X=speed, Y=amplitude (depth)",controller role token,CFG override; last value,Live device parameter; depth bar in static/phone-v3/controls.js,depth bar; speed Hz,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,static/phone-v3/stutter-mode.test.mjs; tests/stutter-depth-coalesce.test.mjs,owner-accepted-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P03,FIXED/SYNC pin compatibility; OFF without replay of stale pulses,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 18/09 amber depth bar, mode select; 19/09 recall raises depth (F-003, print 03) | ran in P05 npm test / test:ui: static/phone-v3/stutter-mode.test.mjs, tests/stutter-depth-coalesce.test.mjs | progress.jsonl P02: controls.js; P03: host-modulators, transport-clock"
sensor.motion.x,phone SNS,static/phone-v3/sensor-capabilities.js,static/phone-v3/sensor-capabilities.js (DeviceMotionEvent listener + capability/permission/freshness gates),continuous -1..1,controller role token; browser sensor permission,none (stream),Live device parameter,MOTION readout,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,"static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs (desktop neutral reason, no false permission denial)",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P04,permission denial / background suspension,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports SNS working; no per-axis record | ran in P05 npm test / test:ui: static/phone-v3/sensor-orientation.test.mjs, tests/ui/sensor-capabilities.spec.mjs | progress.jsonl P04: sensor-capabilities"
sensor.motion.y,phone SNS,static/phone-v3/sensor-capabilities.js,static/phone-v3/sensor-capabilities.js (DeviceMotionEvent listener + capability/permission/freshness gates),continuous -1..1,controller role token; browser sensor permission,none (stream),Live device parameter,MOTION readout,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,"static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs (desktop neutral reason, no false permission denial)",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P04,permission denial / background suspension,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports SNS working; no per-axis record | ran in P05 npm test / test:ui: static/phone-v3/sensor-orientation.test.mjs, tests/ui/sensor-capabilities.spec.mjs | progress.jsonl P04: sensor-capabilities"
sensor.motion.z,phone SNS,static/phone-v3/sensor-capabilities.js,static/phone-v3/sensor-capabilities.js (DeviceMotionEvent listener + capability/permission/freshness gates),continuous -1..1,controller role token; browser sensor permission,none (stream),Live device parameter,MOTION readout,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,"static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs (desktop neutral reason, no false permission denial)",owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P04,permission denial / background suspension,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports SNS working; no per-axis record | ran in P05 npm test / test:ui: static/phone-v3/sensor-orientation.test.mjs, tests/ui/sensor-capabilities.spec.mjs | progress.jsonl P04: sensor-capabilities"
sensor.orient.alpha,phone SNS,static/phone-v3/sensor-capabilities.js,static/phone-v3/sensor-capabilities.js (DeviceOrientationEvent listener + capability/permission/freshness gates),continuous -pi..pi / 0..2pi,controller role token,none,Live device parameter,ORIENTATION readout,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P04,device-orientation events disabled,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports SNS working; no per-axis record | ran in P05 npm test / test:ui: static/phone-v3/sensor-orientation.test.mjs, tests/ui/sensor-capabilities.spec.mjs | progress.jsonl P04: sensor-capabilities"
sensor.orient.beta,phone SNS,static/phone-v3/sensor-capabilities.js,static/phone-v3/sensor-capabilities.js (DeviceOrientationEvent listener + capability/permission/freshness gates),continuous -pi..pi / 0..2pi,controller role token,none,Live device parameter,ORIENTATION readout,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P04,device-orientation events disabled,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports SNS working; no per-axis record | ran in P05 npm test / test:ui: static/phone-v3/sensor-orientation.test.mjs, tests/ui/sensor-capabilities.spec.mjs | progress.jsonl P04: sensor-capabilities"
sensor.orient.gamma,phone SNS,static/phone-v3/sensor-capabilities.js,static/phone-v3/sensor-capabilities.js (DeviceOrientationEvent listener + capability/permission/freshness gates),continuous -pi..pi / 0..2pi,controller role token,none,Live device parameter,ORIENTATION readout,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,static/phone-v3/sensor-orientation.test.mjs; tests/ui/sensor-capabilities.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P04,device-orientation events disabled,"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports SNS working; no per-axis record | ran in P05 npm test / test:ui: static/phone-v3/sensor-orientation.test.mjs, tests/ui/sensor-capabilities.spec.mjs | progress.jsonl P04: sensor-capabilities"
sensor.audio.rms,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.rms,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for rms,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.envelope,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.envelope,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for envelope,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.gate,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.gate,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for gate,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.attack,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.attack,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for attack,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.transient,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.transient,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for transient,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.kick,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.kick,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for kick,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.snare,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.snare,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for snare,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.brightness,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.brightness,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for brightness,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.centroid,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.centroid,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for centroid,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
sensor.audio.rolloff,phone AUD,static/phone-v3/audio-descriptors.js#sensor.audio.rolloff,static/phone-v3/audio-descriptor-worklet.js (AudioWorklet processor rc-audio-descriptors) + static/phone-v3/audio-descriptor-stream.js,continuous 0..1 (Hz labels display only for centroid/rolloff),controller role token; mic permission,"localStorage detector knobs (SENS, RELEASE, SMOOTH, WINDOW, GAIN)",Live device parameter via continuousTargetActuator + safe-input pickup,card meter; timeline graph (band) for rolloff,static/phone-v3/audio-descriptor-stream.test.mjs; audio-spectral-descriptors.test.mjs; audio-timeline.test.mjs; live-audio-descriptor-dispatch.test.mjs,static/phone-v3/audio-descriptor-worklet.test.mjs; audio-descriptor-stream.test.mjs; tests/ui/audio-detectors.spec.mjs,owner-smoke-2026-09-19;automated-test-P05;code-reviewed-P02;code-reviewed-P04,physical latency not measured; band RMS vs K-weighted (Low/Mid/High now K-weighted),"workflow-main tasks/rc-surface-v1-stage-acceptance-2026-09-18: 19/09 owner reports AUD tested in an earlier session; no per-descriptor record | ran in P05 npm test / test:ui: static/phone-v3/audio-descriptor-stream.test.mjs, static/phone-v3/audio-descriptor-worklet.test.mjs, static/phone-v3/audio-spectral-descriptors.test.mjs, static/phone-v3/audio-timeline.test.mjs … | progress.jsonl P02: audio-descriptor-worklet.js, audio-processor.js; P04: audio-descriptor-stream"
